"","ID","age","job","marital","education","default","balance","housing","loan","day","month","duration","campaign","pdays","previous","term_deposit"
"101",101,44,"blue-collar",2,"secondary",0,-674,1,0,5,"may",257,"1",-1,"0",0
"102",102,53,"blue-collar",2,"primary",0,90,0,0,5,"may",124,"1",-1,"0",0
"103",103,52,"blue-collar",2,"primary",0,128,1,0,5,"may",229,"1",-1,"0",0
"104",104,59,"blue-collar",2,"primary",0,179,1,0,5,"may",55,"3",-1,"0",0
"105",105,27,"technician",1,"tertiary",0,0,1,0,5,"may",400,"1",-1,"0",0
"106",106,44,"blue-collar",2,"secondary",0,54,1,0,5,"may",197,"1",-1,"0",0
"107",107,47,"technician",2,"tertiary",0,151,1,0,5,"may",190,"1",-1,"0",0
"108",108,34,"admin.",2,"secondary",0,61,0,1,5,"may",21,"1",-1,"0",0
"109",109,59,"retired",1,"secondary",0,30,1,0,5,"may",514,"1",-1,"0",0
"110",110,45,"management",2,"tertiary",0,523,1,0,5,"may",849,"2",-1,"0",0
"111",111,29,"services",0,"secondary",0,31,1,0,5,"may",194,"1",-1,"0",0
"112",112,46,"technician",0,"secondary",0,79,0,0,5,"may",144,"1",-1,"0",0
"113",113,56,"self-employed",2,"primary",0,-34,1,1,5,"may",212,"2",-1,"0",0
"114",114,36,"blue-collar",2,"primary",0,448,1,0,5,"may",286,"1",-1,"0",0
"115",115,59,"retired",0,"primary",0,81,1,0,5,"may",107,"1",-1,"0",0
"116",116,44,"blue-collar",2,"secondary",0,144,1,0,5,"may",247,"2",-1,"0",0
"117",117,41,"admin.",2,"secondary",0,351,1,0,5,"may",518,"1",-1,"0",0
"118",118,33,"management",1,"tertiary",0,-67,1,0,5,"may",364,"1",-1,"0",0
"119",119,59,"management",0,"tertiary",0,262,0,0,5,"may",178,"1",-1,"0",0
"120",120,57,"technician",2,"primary",0,0,0,0,5,"may",98,"1",-1,"0",0
"121",121,56,"technician",0,"unknown",0,56,1,0,5,"may",439,"1",-1,"0",0
"122",122,51,"blue-collar",2,"secondary",0,26,1,0,5,"may",79,"1",-1,"0",0
"123",123,34,"admin.",2,"unknown",0,3,1,0,5,"may",120,"3",-1,"0",0
"124",124,43,"services",2,"secondary",0,41,1,1,5,"may",127,"2",-1,"0",0
"125",125,52,"technician",2,"tertiary",0,7,0,1,5,"may",175,"1",-1,"0",0
"126",126,33,"technician",1,"secondary",0,105,1,0,5,"may",262,"2",-1,"0",0
"127",127,29,"admin.",1,"secondary",0,818,1,1,5,"may",61,"1",-1,"0",0
"128",128,34,"services",2,"secondary",0,-16,1,1,5,"may",78,"1",-1,"0",0
"129",129,31,"blue-collar",2,"secondary",0,0,1,0,5,"may",143,"1",-1,"0",0
"130",130,55,"services",2,"secondary",0,2476,1,0,5,"may",579,"1",-1,"0",1
"131",131,55,"management",2,"unknown",0,1185,0,0,5,"may",677,"1",-1,"0",0
"132",132,32,"admin.",1,"secondary",0,217,1,0,5,"may",345,"1",-1,"0",0
"133",133,38,"technician",1,"secondary",0,1685,1,0,5,"may",185,"1",-1,"0",0
"134",134,55,"admin.",1,"secondary",0,802,1,1,5,"may",100,"2",-1,"0",0
"135",135,28,"unemployed",1,"tertiary",0,0,1,0,5,"may",125,"2",-1,"0",0
"136",136,23,"blue-collar",2,"secondary",0,94,1,0,5,"may",193,"1",-1,"0",0
"137",137,32,"technician",1,"secondary",0,0,1,0,5,"may",136,"1",-1,"0",0
"138",138,43,"services",1,"unknown",0,0,0,0,5,"may",73,"1",-1,"0",0
"139",139,32,"blue-collar",2,"secondary",0,517,1,0,5,"may",528,"1",-1,"0",0
"140",140,46,"blue-collar",2,"secondary",0,265,1,0,5,"may",541,"1",-1,"0",0
"141",141,53,"housemaid",0,"primary",0,947,1,0,5,"may",163,"1",-1,"0",0
"142",142,34,"self-employed",1,"secondary",0,3,1,0,5,"may",301,"1",-1,"0",0
"143",143,57,"unemployed",2,"tertiary",0,42,0,0,5,"may",46,"1",-1,"0",0
"144",144,37,"blue-collar",2,"secondary",0,37,1,0,5,"may",204,"1",-1,"0",0
"145",145,59,"blue-collar",2,"secondary",0,57,1,0,5,"may",98,"1",-1,"0",0
"146",146,33,"services",2,"secondary",0,22,1,0,5,"may",71,"1",-1,"0",0
"147",147,56,"blue-collar",0,"primary",0,8,1,0,5,"may",157,"2",-1,"0",0
"148",148,48,"unemployed",2,"secondary",0,293,1,0,5,"may",243,"1",-1,"0",0
"149",149,43,"services",2,"primary",0,3,1,0,5,"may",186,"2",-1,"0",0
"150",150,54,"blue-collar",2,"primary",0,348,1,0,5,"may",579,"2",-1,"0",0
"151",151,51,"blue-collar",2,"unknown",0,-19,1,0,5,"may",163,"2",-1,"0",0
"152",152,26,"student",1,"secondary",0,0,1,0,5,"may",610,"2",-1,"0",0
"153",153,40,"management",2,"tertiary",0,-4,1,0,5,"may",2033,"1",-1,"0",0
"154",154,39,"management",2,"secondary",0,18,1,0,5,"may",85,"1",-1,"0",0
"155",155,50,"technician",2,"primary",0,139,0,0,5,"may",114,"2",-1,"0",0
"156",156,41,"services",2,"secondary",0,0,1,0,5,"may",114,"2",-1,"0",0
"157",157,51,"blue-collar",2,"unknown",0,1883,1,0,5,"may",57,"1",-1,"0",0
"158",158,60,"retired",0,"secondary",0,216,1,0,5,"may",238,"1",-1,"0",0
"159",159,52,"blue-collar",2,"secondary",0,782,1,0,5,"may",93,"3",-1,"0",0
"160",160,48,"blue-collar",2,"secondary",0,904,1,0,5,"may",128,"2",-1,"0",0
"161",161,48,"services",2,"unknown",0,1705,1,0,5,"may",107,"1",-1,"0",0
"162",162,39,"technician",1,"tertiary",0,47,1,0,5,"may",181,"1",-1,"0",0
"163",163,47,"services",1,"secondary",0,176,1,0,5,"may",303,"2",-1,"0",0
"164",164,40,"blue-collar",2,"secondary",0,1225,1,0,5,"may",558,"5+",-1,"0",0
"165",165,45,"technician",2,"secondary",0,86,1,0,5,"may",270,"1",-1,"0",0
"166",166,26,"admin.",1,"secondary",0,82,1,0,5,"may",228,"1",-1,"0",0
"167",167,52,"management",2,"tertiary",0,271,1,0,5,"may",99,"1",-1,"0",0
"168",168,54,"technician",2,"secondary",0,1378,1,0,5,"may",240,"1",-1,"0",0
"169",169,54,"admin.",2,"tertiary",0,184,0,0,5,"may",673,"2",-1,"0",1
"170",170,50,"blue-collar",2,"primary",0,0,0,0,5,"may",233,"3",-1,"0",0
"171",171,35,"blue-collar",2,"secondary",0,0,1,0,5,"may",1056,"1",-1,"0",0
"172",172,44,"services",2,"secondary",0,1357,1,1,5,"may",250,"1",-1,"0",0
"173",173,53,"entrepreneur",2,"unknown",0,19,1,0,5,"may",252,"1",-1,"0",0
"174",174,35,"retired",1,"primary",0,434,0,0,5,"may",138,"1",-1,"0",0
"175",175,60,"admin.",0,"secondary",0,92,1,0,5,"may",130,"1",-1,"0",0
"176",176,53,"admin.",0,"secondary",0,1151,1,0,5,"may",412,"1",-1,"0",0
"177",177,48,"unemployed",2,"secondary",0,41,1,0,5,"may",179,"2",-1,"0",0
"178",178,34,"technician",2,"secondary",0,51,1,0,5,"may",19,"2",-1,"0",0
"179",179,54,"services",2,"secondary",0,214,1,0,5,"may",458,"2",-1,"0",0
"180",180,51,"management",2,"secondary",0,1161,1,0,5,"may",717,"1",-1,"0",0
"181",181,31,"services",2,"tertiary",0,37,1,0,5,"may",313,"1",-1,"0",0
"182",182,35,"technician",0,"secondary",0,787,1,0,5,"may",683,"2",-1,"0",0
"183",183,35,"services",2,"secondary",0,59,1,0,5,"may",1077,"1",-1,"0",0
"184",184,38,"technician",2,"secondary",0,253,1,0,5,"may",416,"1",-1,"0",0
"185",185,36,"admin.",2,"tertiary",0,211,1,0,5,"may",146,"2",-1,"0",0
"186",186,58,"retired",2,"primary",0,235,1,0,5,"may",167,"1",-1,"0",0
"187",187,40,"services",0,"unknown",0,4384,1,0,5,"may",315,"1",-1,"0",0
"188",188,54,"management",2,"secondary",0,4080,0,0,5,"may",140,"1",-1,"0",0
"189",189,34,"blue-collar",1,"secondary",0,53,1,1,5,"may",346,"1",-1,"0",0
"190",190,31,"management",1,"tertiary",0,0,1,0,5,"may",562,"1",-1,"0",0
"191",191,51,"retired",2,"secondary",0,2127,1,0,5,"may",172,"1",-1,"0",0
"192",192,33,"management",2,"tertiary",0,377,1,0,5,"may",217,"1",-1,"0",0
"193",193,55,"management",2,"tertiary",0,73,1,0,5,"may",142,"2",-1,"0",0
"194",194,42,"admin.",2,"secondary",0,445,1,0,5,"may",67,"1",-1,"0",0
"195",195,34,"blue-collar",2,"secondary",0,243,1,0,5,"may",291,"1",-1,"0",0
"196",196,33,"blue-collar",1,"secondary",0,307,1,0,5,"may",309,"2",-1,"0",0
"197",197,38,"services",2,"secondary",0,155,1,0,5,"may",248,"1",-1,"0",0
"198",198,50,"technician",0,"tertiary",0,173,0,1,5,"may",98,"1",-1,"0",0
"199",199,43,"management",2,"tertiary",0,400,1,0,5,"may",256,"1",-1,"0",0
"200",200,61,"blue-collar",0,"primary",0,1428,1,0,5,"may",82,"2",-1,"0",0
"201",201,47,"admin.",2,"secondary",0,219,1,0,5,"may",577,"1",-1,"0",0
"202",202,48,"self-employed",2,"tertiary",0,7,1,0,5,"may",286,"1",-1,"0",0
"203",203,44,"blue-collar",2,"secondary",0,575,1,0,5,"may",477,"1",-1,"0",0
"204",204,35,"student",1,"unknown",0,298,1,0,5,"may",611,"2",-1,"0",0
"205",205,35,"services",2,"secondary",0,0,1,0,5,"may",471,"1",-1,"0",0
"206",206,50,"services",2,"secondary",0,5699,1,0,5,"may",381,"2",-1,"0",0
"207",207,41,"management",2,"tertiary",0,176,1,1,5,"may",42,"1",-1,"0",0
"208",208,41,"management",2,"tertiary",0,517,1,0,5,"may",251,"1",-1,"0",0
"209",209,39,"services",1,"unknown",0,257,1,0,5,"may",408,"1",-1,"0",0
"210",210,42,"retired",2,"secondary",0,56,1,0,5,"may",215,"1",-1,"0",0
"211",211,38,"blue-collar",2,"secondary",0,-390,1,0,5,"may",287,"1",-1,"0",0
"212",212,53,"retired",2,"secondary",0,330,1,0,5,"may",216,"2",-1,"0",0
"213",213,59,"housemaid",0,"primary",0,195,0,0,5,"may",366,"2",-1,"0",0
"214",214,36,"services",2,"secondary",0,301,1,0,5,"may",210,"1",-1,"0",0
"215",215,54,"blue-collar",2,"primary",0,-41,1,0,5,"may",288,"1",-1,"0",0
"216",216,40,"technician",2,"tertiary",0,483,1,0,5,"may",168,"1",-1,"0",0
"217",217,47,"unknown",2,"unknown",0,28,0,0,5,"may",338,"2",-1,"0",0
"218",218,53,"unemployed",2,"unknown",0,13,0,0,5,"may",410,"3",-1,"0",0
"219",219,46,"housemaid",2,"primary",0,965,0,0,5,"may",177,"1",-1,"0",0
"220",220,39,"management",2,"tertiary",0,378,1,1,5,"may",127,"2",-1,"0",0
"221",221,40,"unemployed",2,"secondary",0,219,1,0,5,"may",357,"1",-1,"0",0
"222",222,28,"blue-collar",2,"primary",0,324,1,0,5,"may",175,"1",-1,"0",0
"223",223,35,"entrepreneur",0,"secondary",0,-69,1,0,5,"may",300,"1",-1,"0",0
"224",224,55,"retired",2,"secondary",0,0,0,1,5,"may",136,"1",-1,"0",0
"225",225,43,"technician",0,"unknown",0,205,1,0,5,"may",1419,"1",-1,"0",0
"226",226,48,"blue-collar",2,"primary",0,278,1,0,5,"may",125,"2",-1,"0",0
"227",227,58,"management",2,"unknown",0,1065,1,0,5,"may",213,"3",-1,"0",0
"228",228,33,"management",1,"tertiary",0,34,1,0,5,"may",27,"1",-1,"0",0
"229",229,36,"blue-collar",2,"unknown",0,1033,0,0,5,"may",238,"2",-1,"0",0
"230",230,53,"services",0,"secondary",0,1467,1,0,5,"may",124,"1",-1,"0",0
"231",231,47,"blue-collar",2,"primary",0,-12,1,0,5,"may",18,"1",-1,"0",0
"232",232,31,"services",2,"secondary",0,388,1,0,5,"may",730,"2",-1,"0",0
"233",233,57,"entrepreneur",2,"secondary",0,294,1,0,5,"may",746,"2",-1,"0",0
"234",234,53,"blue-collar",2,"unknown",0,1827,0,0,5,"may",121,"1",-1,"0",0
"235",235,55,"blue-collar",2,"primary",0,627,1,0,5,"may",247,"1",-1,"0",0
"236",236,45,"blue-collar",2,"primary",0,25,1,0,5,"may",40,"1",-1,"0",0
"237",237,53,"admin.",0,"secondary",0,315,1,0,5,"may",181,"2",-1,"0",0
"238",238,37,"blue-collar",2,"primary",0,0,1,0,5,"may",79,"1",-1,"0",0
"239",239,44,"admin.",0,"secondary",0,66,1,0,5,"may",206,"1",-1,"0",0
"240",240,49,"blue-collar",0,"primary",0,-9,1,1,5,"may",389,"1",-1,"0",0
"241",241,46,"technician",2,"secondary",0,349,1,1,5,"may",127,"1",-1,"0",0
"242",242,43,"entrepreneur",2,"unknown",0,100,1,0,5,"may",702,"1",-1,"0",0
"243",243,38,"admin.",2,"secondary",0,0,0,0,5,"may",151,"1",-1,"0",0
"244",244,43,"technician",2,"secondary",0,434,1,0,5,"may",117,"1",-1,"0",0
"245",245,49,"management",2,"tertiary",0,3237,1,0,5,"may",232,"3",-1,"0",0
"246",246,42,"management",2,"unknown",0,275,0,0,5,"may",408,"2",-1,"0",0
"247",247,22,"blue-collar",1,"secondary",0,0,1,0,5,"may",179,"2",-1,"0",0
"248",248,40,"management",2,"tertiary",0,207,1,0,5,"may",39,"1",-1,"0",0
"249",249,39,"blue-collar",2,"secondary",0,483,1,0,5,"may",282,"1",-1,"0",0
"250",250,51,"services",2,"secondary",0,2248,1,0,5,"may",714,"2",-1,"0",0
"251",251,49,"admin.",2,"secondary",0,428,1,0,5,"may",50,"1",-1,"0",0
"252",252,53,"blue-collar",2,"secondary",0,0,1,1,5,"may",181,"1",-1,"0",0
"253",253,34,"services",1,"secondary",0,0,1,0,5,"may",142,"1",-1,"0",0
"254",254,33,"technician",0,"secondary",0,140,1,0,5,"may",227,"1",-1,"0",0
"255",255,50,"management",1,"tertiary",0,297,1,0,5,"may",119,"1",-1,"0",0
"256",256,39,"blue-collar",2,"primary",0,279,1,0,5,"may",361,"1",-1,"0",0
"257",257,59,"entrepreneur",0,"secondary",0,901,1,0,5,"may",73,"3",-1,"0",0
"258",258,30,"technician",1,"secondary",0,2573,1,0,5,"may",67,"2",-1,"0",0
"259",259,36,"services",2,"secondary",0,143,1,1,5,"may",350,"1",-1,"0",0
"260",260,40,"blue-collar",2,"secondary",0,475,1,0,5,"may",332,"2",-1,"0",0
"261",261,53,"blue-collar",2,"secondary",0,70,1,0,5,"may",611,"2",-1,"0",0
"262",262,34,"management",1,"tertiary",0,318,1,0,5,"may",113,"2",-1,"0",0
"263",263,37,"technician",2,"secondary",0,275,1,0,5,"may",132,"1",-1,"0",0
"264",264,42,"management",0,"tertiary",0,742,1,0,5,"may",58,"3",-1,"0",0
"265",265,41,"entrepreneur",2,"primary",0,236,1,0,5,"may",151,"1",-1,"0",0
"266",266,30,"student",1,"tertiary",0,25,1,0,5,"may",89,"2",-1,"0",0
"267",267,37,"management",1,"tertiary",0,600,1,0,5,"may",152,"1",-1,"0",0
"268",268,39,"admin.",0,"secondary",0,-349,1,0,5,"may",611,"2",-1,"0",0
"269",269,41,"blue-collar",2,"primary",0,183,1,1,5,"may",110,"2",-1,"0",0
"270",270,40,"blue-collar",2,"primary",0,0,1,0,5,"may",463,"1",-1,"0",0
"271",271,42,"management",1,"tertiary",0,0,1,1,5,"may",562,"2",-1,"0",1
"272",272,40,"blue-collar",0,"primary",0,0,1,0,5,"may",962,"1",-1,"0",0
"273",273,57,"technician",2,"secondary",0,1078,1,0,5,"may",10,"4",-1,"0",0
"274",274,56,"entrepreneur",0,"secondary",0,155,0,0,5,"may",118,"3",-1,"0",0
"275",275,37,"admin.",2,"secondary",0,190,1,0,5,"may",92,"2",-1,"0",0
"276",276,59,"retired",2,"secondary",0,319,1,0,5,"may",143,"3",-1,"0",0
"277",277,39,"services",0,"secondary",0,-185,1,0,5,"may",189,"3",-1,"0",0
"278",278,49,"services",2,"secondary",0,47,0,0,5,"may",234,"2",-1,"0",0
"279",279,38,"services",1,"secondary",0,570,1,0,5,"may",75,"2",-1,"0",0
"280",280,36,"self-employed",2,"tertiary",0,19,0,0,5,"may",189,"2",-1,"0",0
"281",281,50,"blue-collar",2,"primary",0,61,1,0,5,"may",621,"3",-1,"0",0
"282",282,41,"admin.",2,"secondary",0,-62,1,1,5,"may",55,"2",-1,"0",0
"283",283,54,"technician",2,"tertiary",0,258,0,0,5,"may",310,"4",-1,"0",0
"284",284,58,"blue-collar",2,"primary",0,76,1,0,5,"may",156,"2",-1,"0",0
"285",285,30,"blue-collar",1,"secondary",0,0,1,0,5,"may",5,"2",-1,"0",0
"286",286,33,"admin.",1,"secondary",0,352,1,0,5,"may",225,"2",-1,"0",0
"287",287,47,"admin.",2,"secondary",0,368,1,0,5,"may",125,"2",-1,"0",0
"288",288,50,"technician",1,"tertiary",0,339,1,0,5,"may",2,"3",-1,"0",0
"289",289,32,"blue-collar",2,"secondary",0,1331,1,0,5,"may",286,"2",-1,"0",0
"290",290,40,"self-employed",2,"secondary",0,672,1,0,5,"may",164,"2",-1,"0",0
"291",291,37,"management",2,"tertiary",0,58,1,0,5,"may",98,"2",-1,"0",0
"292",292,54,"technician",1,"unknown",0,447,1,0,5,"may",742,"2",-1,"0",0
"293",293,24,"student",1,"secondary",0,423,1,0,5,"may",226,"3",-1,"0",0
"294",294,54,"management",2,"tertiary",0,0,0,0,5,"may",120,"2",-1,"0",0
"295",295,34,"technician",2,"secondary",0,19,1,0,5,"may",362,"4",-1,"0",0
"296",296,56,"technician",0,"primary",0,13,1,0,5,"may",357,"2",-1,"0",0
"297",297,31,"blue-collar",1,"secondary",0,3,1,0,5,"may",200,"2",-1,"0",0
"298",298,24,"student",1,"secondary",0,82,1,0,5,"may",204,"2",-1,"0",0
"299",299,42,"blue-collar",0,"primary",0,28,1,0,5,"may",126,"3",-1,"0",0
"300",300,57,"technician",2,"secondary",0,792,1,0,5,"may",65,"2",-1,"0",0
"301",301,42,"blue-collar",2,"unknown",0,408,1,0,5,"may",107,"2",-1,"0",0
"302",302,51,"admin.",2,"secondary",0,531,1,0,5,"may",267,"2",-1,"0",0
"303",303,57,"retired",2,"secondary",0,211,1,0,5,"may",248,"2",-1,"0",0
"304",304,36,"services",1,"secondary",0,62,1,0,5,"may",215,"2",-1,"0",0
"305",305,53,"services",2,"unknown",0,257,1,0,5,"may",209,"2",-1,"0",0
"306",306,50,"technician",2,"secondary",0,1234,1,0,5,"may",205,"2",-1,"0",0
"307",307,54,"management",2,"tertiary",0,313,1,0,5,"may",83,"2",-1,"0",0
"308",308,55,"blue-collar",2,"secondary",0,89,1,0,5,"may",106,"3",-1,"0",0
